,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Road_Surface_Conditions,Speed_limit,Time,Weather_Conditions,Year_y
686,200501BS70659,Slight,10/11/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,10:00,Fine no high winds,2005
687,200501BS70660,Slight,04/11/2005,Friday,Daylight,1,2,0.0,1.0,Dry,30,14:20,Fine no high winds,2005
688,200501BS70661,Serious,07/11/2005,Monday,Daylight,2,1,0.0,1.0,Dry,30,9:50,Fine no high winds,2005
689,200501BS70662,Slight,08/11/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,18:20,Fine no high winds,2005
690,200501BS70663,Slight,08/11/2005,Tuesday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,16:16,Fine no high winds,2005
691,200501BS70664,Slight,10/11/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,14:10,Fine no high winds,2005
692,200501BS70666,Slight,27/10/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,12:06,Fine no high winds,2005
693,200501BS70667,Slight,15/11/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,17:04,Fine no high winds,2005
694,200501BS70668,Slight,19/11/2005,Saturday,Daylight,2,2,0.0,0.0,Dry,30,13:10,Fine no high winds,2005
695,200501BS70669,Slight,15/11/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,12:01,Fine no high winds,2005
696,200501BS70670,Slight,11/11/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,15:13,Fine no high winds,2005
697,200501BS70670,Slight,11/11/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,15:13,Fine no high winds,2005
698,200501BS70671,Slight,06/11/2005,Sunday,Daylight,2,2,0.0,0.0,Wet or damp,30,10:43,Raining no high winds,2005
699,200501BS70672,Slight,21/11/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,50,18:25,Raining no high winds,2005
700,200501BS70673,Serious,16/11/2005,Wednesday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,23:40,Fine no high winds,2005
701,200501BS70674,Slight,18/11/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,9:10,Fine no high winds,2005
702,200501BS70675,Slight,09/11/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,7:04,Fine no high winds,2005
703,200501BS70676,Slight,11/11/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,18:09,Raining no high winds,2005
704,200501BS70677,Serious,11/11/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,8:50,Fine no high winds,2005
705,200501BS70678,Slight,18/11/2005,Friday,Daylight,1,1,0.0,4.0,Dry,30,11:05,Fine no high winds,2005
706,200501BS70679,Slight,13/11/2005,Sunday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,15:57,Fine no high winds,2005
707,200501BS70680,Slight,29/09/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,12:20,Fine no high winds,2005
708,200501BS70681,Slight,20/11/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,1:20,Fine no high winds,2005
709,200501BS70683,Slight,17/11/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,10:45,Fine no high winds,2005
710,200501BS70684,Slight,11/11/2005,Friday,Daylight,2,1,0.0,0.0,Dry,30,14:25,Fine no high winds,2005
711,200501BS70685,Slight,03/11/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,18:20,Fine no high winds,2005
712,200501BS70687,Slight,16/11/2005,Wednesday,Darkness - lighting unknown,1,2,0.0,0.0,Dry,30,20:05,Fine + high winds,2005
713,200501BS70688,Slight,29/11/2005,Tuesday,Daylight,1,1,0.0,4.0,Dry,30,10:25,Fine no high winds,2005
714,200501BS70689,Slight,24/11/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,18:30,Raining no high winds,2005
715,200501BS70689,Slight,24/11/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,18:30,Raining no high winds,2005
716,200501BS70690,Slight,17/11/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,12:08,Fine no high winds,2005
717,200501BS70690,Slight,17/11/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,12:08,Fine no high winds,2005
718,200501BS70691,Serious,27/11/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:30,Fine no high winds,2005
719,200501BS70692,Slight,18/11/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,13:01,Fine no high winds,2005
720,200501BS70693,Slight,18/11/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,10:10,Fine no high winds,2005
721,200501BS70694,Slight,02/12/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,9:15,Fine no high winds,2005
722,200501BS70697,Slight,02/12/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,11:20,Fine no high winds,2005
723,200501BS70697,Slight,02/12/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,11:20,Fine no high winds,2005
724,200501BS70698,Slight,23/11/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,7:40,Fine no high winds,2005
725,200501BS70699,Slight,21/10/2005,Friday,Daylight,1,1,0.0,0.0,Wet or damp,30,8:45,Raining no high winds,2005
726,200501BS70700,Slight,23/11/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,9:50,Fine no high winds,2005
727,200501BS70701,Slight,19/11/2005,Saturday,Darkness - lights lit,1,1,2.0,7.0,Dry,30,21:40,Fine no high winds,2005
728,200501BS70702,Slight,13/11/2005,Sunday,Daylight,1,2,0.0,1.0,Dry,30,11:45,Fine no high winds,2005
729,200501BS70703,Slight,22/11/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,13:52,Fine no high winds,2005
730,200501BS70704,Slight,23/11/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,9:35,Fine no high winds,2005
731,200501BS70705,Slight,02/12/2005,Friday,Darkness - lights lit,2,1,0.0,5.0,Wet or damp,30,3:35,Raining no high winds,2005
732,200501BS70708,Slight,25/11/2005,Friday,Daylight,1,1,0.0,4.0,Dry,30,13:07,Fine no high winds,2005
733,200501BS70709,Slight,28/11/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,15:25,Fine no high winds,2005
734,200501BS70710,Slight,22/10/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,7:50,Fine no high winds,2005
735,200501BS70712,Slight,22/11/2005,Tuesday,Darkness - lights lit,1,2,0.0,4.0,Dry,30,6:30,Fine no high winds,2005
736,200501BS70713,Serious,28/11/2005,Monday,Darkness - lights lit,1,2,0.0,4.0,Dry,30,19:45,Fine no high winds,2005
737,200501BS70714,Slight,28/11/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,13:00,Fine no high winds,2005
738,200501BS70715,Slight,25/11/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,8:30,Fine no high winds,2005
739,200501BS70716,Slight,02/12/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,12:09,Fine no high winds,2005
740,200501BS70716,Slight,02/12/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,12:09,Fine no high winds,2005
741,200501BS70717,Slight,11/08/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,7:15,Fine no high winds,2005
742,200501BS70718,Slight,21/12/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,14:35,Fine no high winds,2005
743,200501BS70719,Slight,01/12/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,16:47,Raining no high winds,2005
744,200501BS70721,Slight,29/11/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,18:30,Fine no high winds,2005
745,200501BS70722,Slight,03/12/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,1:45,Fine no high winds,2005
746,200501BS70723,Slight,07/12/2005,Wednesday,Darkness - lights lit,1,2,0.0,1.0,Wet or damp,30,19:30,Raining no high winds,2005
747,200501BS70724,Slight,03/12/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,13:00,Fine no high winds,2005
748,200501BS70725,Slight,06/12/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,15:10,Fine no high winds,2005
749,200501BS70726,Slight,08/12/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,15:55,Fine no high winds,2005
750,200501BS70727,Serious,12/12/2005,Monday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,16:15,Fine no high winds,2005
751,200501BS70728,Slight,10/12/2005,Saturday,Darkness - lights lit,1,2,0.0,4.0,Dry,30,18:45,Fine no high winds,2005
752,200501BS70730,Slight,07/12/2005,Wednesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,16:32,Fine no high winds,2005
753,200501BS70731,Serious,03/12/2005,Saturday,Daylight,1,1,0.0,5.0,Wet or damp,40,16:30,Other,2005
754,200501BS70732,Slight,06/12/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,10:24,Fine no high winds,2005
755,200501BS70733,Slight,05/12/2005,Monday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,16:08,Raining no high winds,2005
756,200501BS70734,Slight,03/12/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,5:15,Fine no high winds,2005
757,200501BS70735,Slight,09/12/2005,Friday,Darkness - lights lit,3,2,0.0,5.0,Dry,30,22:08,Fine no high winds,2005
758,200501BS70736,Slight,13/12/2005,Tuesday,Darkness - lights lit,1,1,0.0,1.0,Dry,30,23:36,Fine no high winds,2005
759,200501BS70737,Slight,13/12/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,16:40,Fine no high winds,2005
760,200501BS70737,Slight,13/12/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,16:40,Fine no high winds,2005
761,200501BS70738,Slight,16/12/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,0:55,Fine no high winds,2005
762,200501BS70739,Slight,17/12/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,40,7:10,Fine no high winds,2005
763,200501BS70740,Slight,28/12/2005,Wednesday,Darkness - lights lit,3,2,0.0,0.0,Frost or ice,30,21:30,Fine no high winds,2005
764,200501BS70741,Slight,18/12/2005,Sunday,Darkness - lights lit,1,2,0.0,1.0,Dry,30,18:15,Fine no high winds,2005
765,200501BS70742,Slight,09/12/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,11:05,Fine no high winds,2005
766,200501BS70743,Slight,01/12/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,1:47,Fine no high winds,2005
767,200501BS70744,Slight,18/12/2005,Sunday,Daylight,1,2,0.0,0.0,Dry,30,8:21,Fine no high winds,2005
768,200501BS70745,Slight,09/12/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,15:28,Fine no high winds,2005
769,200501BS70747,Serious,17/12/2005,Saturday,Darkness - lights lit,1,1,0.0,5.0,Dry,20,1:07,Fine no high winds,2005
770,200501BS70748,Slight,17/12/2005,Saturday,Darkness - lights lit,2,2,0.0,5.0,Dry,30,16:30,Fine no high winds,2005
771,200501BS70748,Slight,17/12/2005,Saturday,Darkness - lights lit,2,2,0.0,5.0,Dry,30,16:30,Fine no high winds,2005
772,200501BS70749,Serious,08/12/2005,Thursday,Daylight,1,1,0.0,1.0,Dry,30,11:05,Fine no high winds,2005
773,200501BS70751,Slight,25/11/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,15:45,Fine no high winds,2005
774,200501BS70752,Serious,10/12/2005,Saturday,Daylight,1,2,0.0,0.0,Wet or damp,30,11:29,Fine no high winds,2005
775,200501BS70755,Serious,16/12/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,16:20,Fine no high winds,2005
776,200501BS70756,Slight,09/12/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,18:14,Fine no high winds,2005
777,200501BS70757,Slight,14/12/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,16:16,Fine no high winds,2005
778,200501BS70758,Slight,19/12/2005,Monday,Darkness - lights lit,1,1,0.0,1.0,Dry,30,17:10,Fine no high winds,2005
779,200501BS70759,Slight,21/12/2005,Wednesday,Darkness - lights lit,1,2,0.0,1.0,Dry,30,18:45,Fine no high winds,2005
780,200501BS70760,Slight,28/12/2005,Wednesday,Daylight,1,2,0.0,5.0,Wet or damp,30,12:35,Fine no high winds,2005
781,200501BS70761,Serious,23/12/2005,Friday,Darkness - lights lit,1,1,0.0,1.0,Dry,30,19:00,Fine no high winds,2005
782,200501BS70762,Slight,28/12/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,14:20,Fine no high winds,2005
783,200501BS70763,Serious,30/11/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,11:20,Fine no high winds,2005
784,200501BS70764,Slight,28/11/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:15,Fine no high winds,2005
785,200501BS70765,Slight,19/12/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,14:57,Fine no high winds,2005
786,200501BS70766,Slight,17/12/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,11:29,Fine no high winds,2005
787,200501BS70767,Slight,19/12/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:15,Fine no high winds,2005
788,200501BS70768,Slight,17/12/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,0:41,Fine no high winds,2005
789,200501BS70769,Slight,15/12/2005,Thursday,Darkness - lights lit,2,1,0.0,5.0,Dry,30,3:27,Fine no high winds,2005
790,200501BS70770,Slight,29/12/2005,Thursday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,20:10,Fine no high winds,2005
791,200501BS70771,Slight,30/12/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,16:40,Raining + high winds,2005
792,200501BS70772,Slight,30/12/2005,Friday,Darkness - lights lit,1,1,0.0,1.0,Wet or damp,30,18:00,Fog or mist,2005
793,200501BS70773,Slight,19/12/2005,Monday,Daylight,1,1,0.0,0.0,Wet or damp,30,9:20,Fine no high winds,2005
794,200501BS70774,Slight,20/12/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,12:40,Fine no high winds,2005
795,200501BS70775,Slight,29/12/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,17:05,Fine no high winds,2005
796,200501BS70776,Slight,19/12/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,10:40,Other,2005
797,200501BS70777,Serious,21/12/2005,Wednesday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,21:25,Fine no high winds,2005
798,200501BS70779,Slight,20/12/2005,Tuesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,22:20,Fine no high winds,2005
799,200501BS70780,Slight,21/12/2005,Wednesday,Darkness - lights lit,3,5,0.0,0.0,Dry,50,6:44,Fine no high winds,2005
800,200501BS70780,Slight,21/12/2005,Wednesday,Darkness - lights lit,3,5,0.0,0.0,Dry,50,6:44,Fine no high winds,2005
801,200501BS70782,Slight,17/11/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,11:55,Fine no high winds,2005
802,200501BS70783,Slight,19/12/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,10:05,Fine no high winds,2005
803,200501BS70784,Serious,23/12/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,5:50,Fine no high winds,2005
804,200501BS70785,Slight,29/12/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,13:20,Fine no high winds,2005
805,200501BS70786,Slight,31/12/2005,Saturday,Darkness - lights lit,1,2,0.0,1.0,Dry,30,21:29,Fine no high winds,2005
806,200501BS70787,Slight,27/12/2005,Tuesday,Daylight,1,1,0.0,0.0,Wet or damp,30,10:32,Snowing no high winds,2005
807,200501BS70789,Slight,27/12/2005,Tuesday,Daylight,1,3,0.0,1.0,Dry,30,14:00,Fine no high winds,2005
808,200501BS70793,Slight,12/12/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:30,Fine no high winds,2005
809,200501BS79011,Serious,12/12/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,8:30,Fine no high winds,2005
810,200501BS79054,Slight,01/09/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,17:15,Fine no high winds,2005
811,200501BS79097,Serious,06/12/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:23,Fine no high winds,2005
812,200501CP00001,Slight,01/01/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,22:50,Fine no high winds,2005
813,200501CP00002,Slight,02/01/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,20:50,Fine no high winds,2005
814,200501CP00003,Slight,02/01/2005,Sunday,Daylight,1,3,0.0,5.0,Dry,30,10:02,Fine no high winds,2005
815,200501CP00004,Slight,08/01/2005,Saturday,Darkness - lights lit,3,2,0.0,5.0,Wet or damp,30,2:45,Raining no high winds,2005
816,200501CP00005,Slight,04/01/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,12:30,Fine no high winds,2005
817,200501CP00006,Serious,07/01/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,18:05,Fine no high winds,2005
818,200501CP00008,Serious,10/01/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,10:00,Fine no high winds,2005
819,200501CP00009,Serious,10/01/2005,Monday,Daylight,1,2,0.0,4.0,Wet or damp,30,15:00,Raining no high winds,2005
820,200501CP00010,Serious,11/01/2005,Tuesday,Daylight,1,1,0.0,5.0,Wet or damp,30,11:59,Raining no high winds,2005
821,200501CP00011,Slight,18/01/2005,Tuesday,Darkness - lights lit,1,3,0.0,0.0,Wet or damp,20,2:45,Raining no high winds,2005
822,200501CP00012,Slight,14/01/2005,Friday,Daylight,1,1,0.0,4.0,Dry,30,14:22,Fine no high winds,2005
823,200501CP00013,Slight,15/01/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,12:25,Fine no high winds,2005
824,200501CP00014,Slight,19/01/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,7:30,Fine no high winds,2005
825,200501CP00015,Slight,22/01/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,0:30,Fine no high winds,2005
826,200501CP00016,Slight,23/01/2005,Sunday,Daylight,1,2,0.0,1.0,Dry,30,14:35,Fine no high winds,2005
827,200501CP00017,Serious,28/01/2005,Friday,Darkness - lights lit,1,1,0.0,4.0,Wet or damp,30,17:45,Raining no high winds,2005
828,200501CP00018,Serious,01/02/2005,Tuesday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,22:30,Fine no high winds,2005
829,200501CP00019,Slight,07/02/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,15:30,Fine no high winds,2005
830,200501CP00020,Slight,03/02/2005,Thursday,Darkness - lights lit,1,1,0.0,4.0,Dry,30,4:52,Fine no high winds,2005
831,200501CP00021,Slight,20/01/2005,Thursday,Darkness - lights lit,1,2,0.0,4.0,Wet or damp,30,23:20,Raining no high winds,2005
832,200501CP00022,Slight,17/02/2005,Thursday,Daylight,1,1,0.0,0.0,Wet or damp,30,16:00,Raining no high winds,2005
833,200501CP00023,Slight,10/02/2005,Thursday,Darkness - lights lit,1,1,0.0,5.0,Wet or damp,30,18:50,Raining no high winds,2005
834,200501CP00024,Slight,15/02/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,8:25,Fine no high winds,2005
835,200501CP00025,Slight,05/02/2005,Saturday,Daylight,1,2,0.0,4.0,Dry,30,16:20,Fine no high winds,2005
836,200501CP00026,Slight,18/02/2005,Friday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,21:00,Fine no high winds,2005
837,200501CP00027,Slight,23/02/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,13:05,Fine no high winds,2005
838,200501CP00028,Slight,02/02/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,8:30,Fine no high winds,2005
839,200501CP00029,Slight,17/02/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,16:00,Fine no high winds,2005
840,200501CP00030,Slight,02/02/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,9:20,Fine no high winds,2005
841,200501CP00031,Slight,25/02/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,11:15,Snowing no high winds,2005
842,200501CP00032,Slight,15/02/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,19:05,Fine no high winds,2005
843,200501CP00033,Serious,28/02/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,7:25,Fine no high winds,2005
844,200501CP00034,Slight,23/02/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,11:40,Fine no high winds,2005
845,200501CP00035,Slight,06/02/2005,Sunday,Daylight,1,2,0.0,4.0,Dry,30,15:10,Fine no high winds,2005
846,200501CP00036,Serious,03/03/2005,Thursday,Daylight,1,2,0.0,4.0,Wet or damp,30,13:31,Fine no high winds,2005
847,200501CP00037,Slight,05/03/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,13:00,Fine no high winds,2005
848,200501CP00038,Slight,12/03/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,15:45,Fine no high winds,2005
849,200501CP00039,Slight,23/03/2005,Wednesday,Daylight,2,3,0.0,0.0,Dry,30,10:05,Fine no high winds,2005
850,200501CP00039,Slight,23/03/2005,Wednesday,Daylight,2,3,0.0,0.0,Dry,30,10:05,Fine no high winds,2005
851,200501CP00040,Serious,07/03/2005,Monday,Darkness - lights lit,4,2,0.0,5.0,Wet or damp,30,22:26,Raining no high winds,2005
852,200501CP00041,Serious,15/03/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,15:15,Fine no high winds,2005
853,200501CP00043,Slight,10/03/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:15,Fine no high winds,2005
854,200501CP00043,Slight,10/03/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:15,Fine no high winds,2005
855,200501CP00044,Slight,11/03/2005,Friday,Darkness - lights unlit,2,1,0.0,0.0,Dry,30,18:00,Fine no high winds,2005
856,200501CP00045,Slight,13/03/2005,Sunday,Daylight,1,1,0.0,5.0,Dry,30,10:41,Fine no high winds,2005
857,200501CP00046,Slight,14/03/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,17:00,Fine no high winds,2005
858,200501CP00047,Slight,15/03/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,11:26,Fine no high winds,2005
859,200501CP00048,Slight,17/03/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,6:35,Fine no high winds,2005
860,200501CP00049,Slight,21/03/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,8:30,Fine no high winds,2005
861,200501CP00050,Slight,29/03/2005,Tuesday,Daylight,1,1,0.0,4.0,Dry,30,7:13,Fine no high winds,2005
862,200501CP00051,Slight,30/03/2005,Wednesday,Daylight,1,3,0.0,0.0,Wet or damp,30,9:45,Fine no high winds,2005
863,200501CP00052,Slight,30/03/2005,Wednesday,Daylight,2,1,0.0,0.0,Wet or damp,30,15:30,Other,2005
864,200501CP00053,Slight,04/04/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,19:30,Fine no high winds,2005
865,200501CP00054,Slight,04/04/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,7:15,Fine no high winds,2005
866,200501CP00055,Slight,06/04/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,17:15,Fine no high winds,2005
867,200501CP00056,Slight,06/04/2005,Wednesday,Daylight,1,1,0.0,1.0,Dry,30,19:05,Fine no high winds,2005
868,200501CP00057,Serious,01/04/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,20:50,Fine no high winds,2005
869,200501CP00058,Slight,07/04/2005,Thursday,Daylight,2,1,0.0,8.0,Wet or damp,30,18:00,Other,2005
870,200501CP00059,Slight,07/04/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,12:05,Fine no high winds,2005
871,200501CP00060,Slight,11/04/2005,Monday,Daylight,1,3,0.0,0.0,Dry,30,10:59,Fine no high winds,2005
872,200501CP00061,Slight,12/04/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:15,Fine no high winds,2005
873,200501CP00061,Slight,12/04/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:15,Fine no high winds,2005
874,200501CP00062,Slight,15/04/2005,Friday,Daylight,1,2,0.0,1.0,Dry,30,6:58,Fine no high winds,2005
875,200501CP00063,Slight,16/04/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,16:52,Fine no high winds,2005
876,200501CP00064,Slight,19/04/2005,Tuesday,Daylight,1,2,0.0,0.0,Wet or damp,30,14:30,Fine no high winds,2005
877,200501CP00065,Slight,19/05/2005,Thursday,Daylight,1,1,0.0,0.0,Wet or damp,30,16:55,Fine no high winds,2005
878,200501CP00066,Slight,20/04/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,14:00,Fine no high winds,2005
879,200501CP00067,Slight,19/03/2005,Saturday,Daylight,1,2,0.0,8.0,Dry,30,15:33,Fine no high winds,2005
880,200501CP00068,Slight,21/04/2005,Thursday,Daylight,1,1,0.0,4.0,Dry,30,13:00,Fine no high winds,2005
881,200501CP00069,Slight,22/04/2005,Friday,Daylight,2,2,0.0,0.0,Dry,30,8:40,Fine no high winds,2005
882,200501CP00070,Slight,22/04/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,6:50,Fine no high winds,2005
883,200501CP00071,Serious,25/04/2005,Monday,Daylight,1,1,0.0,5.0,Wet or damp,30,13:30,Fine no high winds,2005
884,200501CP00072,Slight,28/04/2005,Thursday,Daylight,1,1,0.0,5.0,Wet or damp,30,9:05,Fine no high winds,2005
885,200501CP00073,Slight,29/04/2005,Friday,Daylight,1,1,0.0,1.0,Dry,30,12:55,Fine no high winds,2005
886,200501CP00074,Slight,18/03/2005,Friday,Daylight,2,2,0.0,5.0,Dry,30,13:45,Fine no high winds,2005
887,200501CP00075,Slight,24/04/2005,Sunday,Daylight,1,2,0.0,5.0,Dry,30,9:55,Fine no high winds,2005
888,200501CP00076,Slight,02/05/2005,Monday,Daylight,1,2,0.0,5.0,Wet or damp,30,14:45,Fine no high winds,2005
889,200501CP00077,Slight,05/05/2005,Thursday,Daylight,1,2,0.0,1.0,Dry,30,15:40,Fine no high winds,2005
